PassengerId,Pclass,Sex,SibSp,Parch,Cabin,Embarked,Title,GrpSize,FareCat,AgeCat
1069,1,male,1,0,C116,C,Mr,couple,40-70,0-16
993,2,male,1,0,,S,Mr,couple,25-40,16-32
994,3,male,0,0,,Q,Mr,solo,0-10,16-32
995,3,male,0,0,,S,Mr,solo,0-10,16-32
996,3,female,1,1,,C,Mrs,group,0-10,16-32
997,3,male,0,0,,S,Mr,couple,10-25,16-32
1102,3,male,0,0,,S,Mr,couple,10-25,16-32
998,3,male,0,0,,Q,Mr,solo,0-10,16-32
999,3,male,0,0,,Q,Mr,solo,0-10,16-32
1000,3,male,0,0,,S,Mr,solo,0-10,16-32
1001,2,male,0,0,F,S,Mr,solo,10-25,16-32
1002,2,male,0,0,,C,Mr,solo,10-25,
1003,3,female,0,0,,Q,Miss,solo,0-10,16-32
1004,1,female,0,0,A29,C,Miss,solo,25-40,
1005,3,female,0,0,,Q,Miss,solo,0-10,16-32
1007,3,male,1,0,,C,Mr,couple,10-25,16-32
1008,3,male,0,0,,C,Mr,solo,0-10,16-32
1009,3,female,1,1,G6,S,Miss,group,10-25,16-32
1010,1,male,0,0,C6,C,Mr,couple,70-100,
1162,1,male,0,0,C6,C,Mr,couple,70-100,
1011,2,female,1,0,,S,Mrs,couple,25-40,16-32
1012,2,female,0,0,,S,Miss,solo,10-25,16-32
1013,3,male,1,0,,Q,Mr,couple,0-10,0-16
1015,3,male,0,0,,S,Mr,solo,0-10,16-32
1016,3,male,0,0,,Q,Mr,solo,0-10,16-32
1017,3,female,0,1,,S,Miss,couple,10-25,0-16
1018,3,male,0,0,,S,Mr,solo,0-10,16-32
1019,3,female,2,0,,Q,Miss,group,10-25,16-32
1020,2,male,0,0,,S,Mr,solo,10-25,
1021,3,male,0,0,,S,Mr,solo,0-10,16-32
1022,3,male,0,0,,S,Mr,solo,0-10,16-32
1023,1,male,0,0,C51,C,Rare Title,solo,25-40,
1024,3,female,0,4,,S,Mrs,large group,25-40,16-32
1025,3,male,1,0,,C,Mr,couple,0-10,0-16
1026,3,male,0,0,,S,Mr,solo,0-10,0-16
1027,3,male,0,0,,S,Mr,solo,0-10,16-32
1028,3,male,0,0,,C,Mr,solo,0-10,32-48
1029,2,male,0,0,,S,Mr,solo,10-25,16-32
1030,3,female,0,0,,S,Miss,solo,0-10,16-32
1031,3,male,1,6,,S,Mr,large group,40-70,
1032,3,female,5,2,,S,Miss,large group,40-70,16-32
1033,1,female,0,0,,S,Miss,couple,100+,32-48
1198,1,male,1,2,C22 C26,S,Mr,group,100+,16-32
1035,2,male,0,0,,S,Mr,solo,25-40,0-16
1036,1,male,0,0,,S,Mr,solo,25-40,48-64
1037,3,male,3,0,,S,Mr,group,10-25,16-32
1038,1,male,0,0,E46,S,Mr,solo,40-70,64+
1039,3,male,0,0,,S,Mr,solo,0-10,16-32
1040,1,male,0,0,,S,Mr,solo,25-40,32-48
1041,2,male,1,1,,S,Rare Title,group,25-40,16-32
1042,1,female,0,1,C54,C,Mrs,couple,70-100,32-48
1043,3,male,0,0,,C,Mr,solo,0-10,16-32
1044,3,male,0,0,,S,Mr,solo,0-10,
1045,3,female,0,2,,S,Mrs,group,10-25,
1155,3,female,1,1,,S,Miss,group,10-25,16-32
1046,3,male,4,2,,S,Master,large group,25-40,48-64
1066,3,male,1,5,,S,Mr,large group,25-40,32-48
1271,3,male,4,2,,S,Master,large group,25-40,32-48
1047,3,male,0,0,,S,Mr,solo,0-10,16-32
1049,3,female,0,0,,S,Miss,solo,0-10,16-32
1050,1,male,0,0,D22,S,Mr,solo,25-40,
1051,3,female,0,2,,S,Mrs,group,10-25,32-48
1173,3,male,1,1,,S,Master,group,10-25,16-32
1301,3,female,1,1,,S,Miss,group,10-25,16-32
1052,3,female,0,0,,Q,Miss,solo,0-10,16-32
1053,3,male,1,1,,C,Master,group,10-25,32-48
1175,3,female,1,1,,C,Miss,group,10-25,32-48
1054,2,female,0,0,,S,Miss,solo,10-25,0-16
1055,3,male,0,0,,S,Mr,solo,0-10,16-32
1056,2,male,0,0,,S,Rare Title,solo,10-25,
1057,3,female,1,1,,S,Mrs,group,10-25,16-32
1286,3,male,3,1,,S,Mr,large group,10-25,16-32
1058,1,male,0,0,B10,C,Mr,solo,40-70,
1059,3,male,2,2,,S,Mr,large group,25-40,16-32
1060,1,female,0,0,,C,Mrs,solo,25-40,64+
1061,3,female,0,0,,S,Miss,solo,0-10,16-32
1062,3,male,0,0,,S,Mr,solo,0-10,48-64
1063,3,male,0,0,,C,Mr,solo,0-10,16-32
1065,3,male,0,0,,C,Mr,solo,0-10,32-48
1067,2,female,0,2,,S,Miss,group,25-40,16-32
1068,2,female,0,0,,S,Miss,couple,25-40,16-32
1222,2,female,0,2,,S,Mrs,group,25-40,
1070,2,female,0,3,F4,S,Mrs,group,25-40,
1218,2,female,2,1,F4,S,Miss,group,25-40,32-48
1071,1,female,0,2,E45,C,Mrs,group,70-100,
1073,1,male,1,1,E52,C,Mr,group,70-100,
1072,2,male,0,0,,S,Mr,solo,10-25,32-48
1074,1,female,1,0,D30,S,Mrs,couple,40-70,16-32
1075,3,male,0,0,,Q,Mr,solo,0-10,16-32
1076,1,female,1,1,B58 B60,C,Mrs,group,100+,16-32
1077,2,male,0,0,,S,Mr,solo,10-25,
1078,2,female,0,1,,S,Miss,couple,10-25,0-16
1194,2,male,0,1,,S,Mr,couple,10-25,
1079,3,male,2,0,,S,Mr,group,0-10,16-32
1080,3,female,8,2,,S,Miss,large group,40-70,32-48
1234,3,male,1,9,,S,Mr,large group,40-70,16-32
1252,3,male,8,2,,S,Master,large group,40-70,0-16
1257,3,female,1,9,,S,Mrs,large group,40-70,16-32
1081,2,male,0,0,,S,Mr,solo,10-25,
1082,2,male,1,0,,S,Mr,couple,25-40,
1083,1,male,0,0,,S,Mr,solo,25-40,
1084,3,male,1,1,,S,Master,group,10-25,16-32
1236,3,male,1,1,,S,Master,group,10-25,16-32
1085,2,male,0,0,,Q,Mr,solo,10-25,0-16
1086,2,male,0,2,,S,Master,group,25-40,16-32
1139,2,male,1,1,,S,Mr,group,25-40,32-48
1087,3,male,0,0,,S,Mr,solo,0-10,0-16
1088,1,male,0,2,E34,C,Master,group,100+,0-16
1134,1,male,1,1,E34,C,Mr,group,100+,32-48
1263,1,female,0,0,E39 E41,C,Miss,group,100+,48-64
1089,3,female,0,0,,S,Miss,solo,0-10,16-32
1090,2,male,0,0,,S,Mr,solo,10-25,16-32
1091,3,female,0,0,,S,Mrs,solo,0-10,48-64
1092,3,female,0,0,,Q,Miss,solo,10-25,32-48
1093,3,male,0,2,,S,Master,group,10-25,16-32
1094,1,male,1,0,C62 C64,C,Rare Title,couple,100+,48-64
1095,2,female,1,1,,S,Miss,group,25-40,0-16
1096,2,male,0,0,,S,Mr,solo,10-25,16-32
1097,1,male,0,0,,C,Mr,solo,25-40,
1098,3,female,0,0,,Q,Miss,solo,0-10,0-16
1099,2,male,0,0,,S,Mr,solo,10-25,16-32
1100,1,female,0,0,A11,C,Miss,solo,25-40,
1101,3,male,0,0,,S,Mr,solo,0-10,16-32
1103,3,male,0,0,,S,Mr,solo,0-10,16-32
1104,2,male,0,0,,S,Mr,couple,70-100,16-32
1244,2,male,0,0,,S,Mr,couple,70-100,16-32
1106,3,female,4,2,,S,Miss,large group,0-10,32-48
1107,1,male,0,0,B11,S,Mr,solo,40-70,32-48
1108,3,female,0,0,,Q,Miss,solo,0-10,16-32
1109,1,male,1,1,,S,Mr,group,100+,
1292,1,female,0,0,C7,S,Miss,couple,100+,0-16
1111,3,male,0,0,,S,Mr,solo,0-10,16-32
1112,2,female,1,0,,C,Miss,couple,10-25,32-48
1113,3,male,0,0,,S,Mr,solo,0-10,32-48
1114,2,female,0,0,F33,S,Mrs,solo,10-25,16-32
1115,3,male,0,0,,S,Mr,solo,0-10,32-48
1116,1,female,0,0,,C,Mrs,solo,25-40,48-64
1117,3,female,0,2,,C,Mrs,group,10-25,16-32
1118,3,male,0,0,,S,Mr,solo,0-10,48-64
1119,3,female,0,0,,Q,Miss,solo,0-10,16-32
1120,3,male,0,0,,S,Mr,solo,10-25,0-16
1121,2,male,0,0,,S,Mr,solo,10-25,
1122,2,male,0,0,,S,Mr,group,40-70,16-32
1245,2,male,1,2,,S,Mr,group,40-70,
1277,2,female,1,2,,S,Miss,group,40-70,48-64
1123,1,female,0,0,,S,Miss,solo,25-40,16-32
1124,3,male,1,0,,S,Mr,couple,0-10,32-48
1125,3,male,0,0,,Q,Mr,solo,0-10,16-32
1126,1,male,1,0,C85,C,Mr,couple,70-100,
1127,3,male,0,0,,S,Mr,solo,0-10,48-64
1128,1,male,1,0,D37,C,Mr,couple,70-100,
1129,3,male,0,0,,C,Mr,solo,0-10,0-16
1130,2,female,1,1,,S,Miss,group,10-25,0-16
1131,1,female,1,0,C86,C,Mrs,couple,100+,0-16
1132,1,female,0,0,,C,Mrs,solo,25-40,
1133,2,female,0,2,,S,Mrs,group,25-40,
1135,3,male,0,0,,S,Mr,solo,0-10,16-32
1137,1,male,1,0,D21,S,Mr,couple,40-70,32-48
1140,2,female,1,0,,S,Mrs,couple,25-40,32-48
1142,2,female,1,2,,S,Miss,group,25-40,16-32
1143,3,male,0,0,,S,Mr,solo,0-10,32-48
1144,1,male,1,0,C89,C,Mr,couple,100+,16-32
1164,1,female,1,0,C89,C,Mrs,couple,100+,16-32
1145,3,male,0,0,,S,Mr,solo,0-10,16-32
1146,3,male,0,0,,S,Mr,solo,0-10,32-48
1147,3,male,0,0,,S,Mr,solo,0-10,16-32
1148,3,male,0,0,,Q,Mr,solo,0-10,32-48
1149,3,male,0,0,,S,Mr,solo,0-10,16-32
1150,2,female,0,0,,S,Miss,solo,10-25,16-32
1151,3,male,0,0,,S,Mr,solo,0-10,16-32
1152,3,male,1,0,,S,Mr,couple,10-25,32-48
1153,3,male,0,0,,S,Mr,solo,0-10,32-48
1156,2,male,0,0,,C,Mr,solo,10-25,16-32
1157,3,male,0,0,,S,Mr,solo,0-10,0-16
1158,1,male,0,0,,S,Mr,solo,40-70,
1159,3,male,0,0,,S,Mr,solo,0-10,16-32
1160,3,female,0,0,,S,Miss,solo,0-10,0-16
1161,3,male,0,0,,S,Mr,solo,0-10,0-16
1163,3,male,0,0,,Q,Mr,solo,0-10,32-48
1165,3,female,1,0,,Q,Miss,couple,10-25,16-32
1166,3,male,0,0,,C,Mr,solo,0-10,32-48
1167,2,female,1,0,,S,Miss,couple,25-40,16-32
1168,2,male,0,0,,S,Mr,solo,10-25,16-32
1169,2,male,1,0,,S,Mr,couple,25-40,
1170,2,male,1,0,,S,Mr,couple,10-25,16-32
1254,2,female,0,0,,S,Mrs,couple,10-25,16-32
1171,2,male,0,0,,S,Mr,solo,10-25,48-64
1172,3,female,0,0,,S,Miss,solo,0-10,16-32
1174,3,female,0,0,,Q,Miss,solo,0-10,32-48
1176,3,female,1,1,,S,Miss,group,10-25,16-32
1177,3,male,0,0,,S,Mr,solo,0-10,
1178,3,male,0,0,,S,Mr,solo,0-10,16-32
1180,3,male,0,0,F E46,C,Mr,solo,0-10,0-16
1181,3,male,0,0,,S,Mr,solo,0-10,16-32
1182,1,male,0,0,,S,Mr,solo,25-40,48-64
1183,3,female,0,0,,Q,Miss,solo,0-10,16-32
1184,3,male,0,0,,C,Mr,solo,0-10,32-48
1185,1,male,1,1,A34,S,Rare Title,group,70-100,
1266,1,female,1,1,A34,S,Mrs,group,70-100,
1186,3,male,0,0,,S,Mr,solo,0-10,
1187,3,male,0,0,,S,Mr,solo,0-10,16-32
1188,2,female,1,2,,C,Miss,group,40-70,16-32
1190,1,male,0,0,,S,Mr,solo,40-70,16-32
1191,3,male,0,0,,S,Mr,solo,0-10,48-64
1192,3,male,0,0,,S,Mr,solo,0-10,16-32
1193,2,male,0,0,D,C,Mr,solo,10-25,16-32
1195,3,male,0,0,,S,Mr,solo,0-10,32-48
1196,3,female,0,0,,Q,Miss,solo,0-10,0-16
1197,1,female,1,1,B26,S,Mrs,group,25-40,
1199,3,male,0,1,,S,Master,couple,0-10,16-32
1200,1,male,1,1,B69,S,Mr,group,70-100,
1282,1,male,0,0,B24,S,Mr,couple,70-100,32-48
1201,3,female,1,0,,S,Mrs,couple,10-25,
1202,3,male,0,0,,S,Mr,solo,0-10,16-32
1203,3,male,0,0,,C,Mr,solo,0-10,16-32
1204,3,male,0,0,,S,Mr,solo,0-10,16-32
1205,3,female,0,0,,Q,Miss,solo,0-10,
1206,1,female,0,0,C32,C,Mrs,solo,100+,
1207,3,female,0,0,,Q,Miss,solo,0-10,32-48
1208,1,male,1,0,B78,C,Mr,couple,100+,
1209,2,male,0,0,,S,Mr,solo,10-25,16-32
1210,3,male,0,0,,S,Mr,solo,0-10,0-16
1212,3,male,0,0,,S,Mr,solo,0-10,32-48
1213,3,male,0,0,F E57,C,Mr,solo,0-10,32-48
1214,2,male,0,0,F2,S,Mr,solo,10-25,48-64
1215,1,male,0,0,,S,Mr,solo,25-40,32-48
1216,1,female,0,0,,S,Miss,solo,100+,
1217,3,male,0,0,,S,Mr,solo,0-10,48-64
1219,1,male,0,0,,C,Mr,solo,70-100,
1220,2,male,1,0,,S,Mr,couple,25-40,16-32
1221,2,male,0,0,,S,Mr,solo,10-25,32-48
1223,1,male,0,0,A18,C,Mr,solo,25-40,
1224,3,male,0,0,,C,Mr,solo,0-10,16-32
1225,3,female,1,1,,C,Mrs,group,10-25,32-48
1226,3,male,0,0,,S,Mr,solo,0-10,16-32
1227,1,male,0,0,C106,S,Mr,solo,25-40,0-16
1228,2,male,0,0,,S,Mr,solo,10-25,32-48
1229,3,male,0,2,,C,Mr,group,0-10,32-48
1231,3,male,0,0,,C,Master,solo,0-10,32-48
1232,2,male,0,0,,S,Mr,solo,10-25,32-48
1233,3,male,0,0,,S,Mr,solo,0-10,48-64
1235,1,female,0,1,B51 B53 B55,C,Mrs,couple,100+,
1237,3,female,0,0,,S,Miss,solo,0-10,16-32
1238,2,male,0,0,,S,Mr,solo,10-25,48-64
1239,3,female,0,0,,C,Mrs,solo,0-10,32-48
1240,2,male,0,0,,S,Mr,solo,10-25,16-32
1241,2,female,0,0,,S,Miss,solo,10-25,32-48
1242,1,female,0,1,D10 D12,C,Mrs,couple,40-70,
1243,2,male,0,0,,S,Mr,solo,10-25,32-48
1247,1,male,0,0,E60,S,Mr,solo,25-40,
1248,1,female,2,0,C101,S,Mrs,group,40-70,48-64
1249,3,male,0,0,,S,Mr,solo,0-10,32-48
1250,3,male,0,0,,Q,Mr,solo,0-10,32-48
1251,3,female,1,0,,S,Mrs,couple,10-25,32-48
1253,2,female,1,1,,C,Mrs,group,25-40,32-48
1255,3,male,0,0,,S,Mr,solo,0-10,16-32
1256,1,female,1,0,E50,C,Mrs,couple,40-70,32-48
1258,3,male,1,0,,C,Mr,couple,10-25,16-32
1259,3,female,0,0,,S,Miss,solo,25-40,32-48
1260,1,female,0,1,,C,Mrs,couple,40-70,0-16
1294,1,female,0,1,,C,Miss,couple,40-70,32-48
1261,2,male,0,0,,C,Mr,solo,10-25,16-32
1262,2,male,1,0,,S,Mr,couple,10-25,48-64
1264,1,male,0,0,B52 B54 B56,S,Mr,solo,40-70,
1265,2,male,0,0,,S,Mr,solo,10-25,48-64
1268,3,female,2,0,,S,Miss,group,0-10,32-48
1269,2,male,0,0,,S,Mr,solo,10-25,16-32
1270,1,male,0,0,C39,S,Mr,solo,40-70,
1272,3,male,0,0,,Q,Mr,solo,0-10,16-32
1273,3,male,0,0,,Q,Mr,solo,0-10,32-48
1274,3,female,0,0,,S,Mrs,solo,10-25,0-16
1275,3,female,1,0,,S,Mrs,couple,10-25,64+
1276,2,male,0,0,,S,Mr,solo,10-25,16-32
1278,3,male,0,0,,S,Mr,solo,0-10,0-16
1279,2,male,0,0,,S,Mr,solo,10-25,
1280,3,male,0,0,,Q,Mr,solo,0-10,32-48
1281,3,male,3,1,,S,Master,large group,10-25,32-48
1283,1,female,0,1,D28,S,Mrs,couple,25-40,
1284,3,male,0,2,,S,Master,group,10-25,16-32
1285,2,male,0,0,,S,Mr,solo,10-25,32-48
1288,3,male,0,0,,Q,Mr,solo,0-10,16-32
1289,1,female,1,1,B41,C,Mrs,group,70-100,
1290,3,male,0,0,,S,Mr,solo,0-10,32-48
1291,3,male,0,0,,Q,Mr,solo,0-10,16-32
1293,2,male,1,0,,S,Mr,couple,10-25,
1295,1,male,0,0,,S,Mr,solo,40-70,32-48
1296,1,male,1,0,D40,C,Mr,couple,25-40,
1297,2,male,0,0,D38,C,Mr,solo,10-25,16-32
1298,2,male,1,0,,S,Mr,couple,10-25,32-48
1300,3,female,0,0,,Q,Miss,solo,0-10,16-32
1302,3,female,0,0,,Q,Miss,solo,0-10,0-16
1303,1,female,1,0,C78,Q,Mrs,couple,70-100,0-16
1304,3,female,0,0,,S,Miss,solo,0-10,16-32
1305,3,male,0,0,,S,Mr,solo,0-10,16-32
1306,1,female,0,0,C105,C,Rare Title,solo,100+,32-48
1307,3,male,0,0,,S,Mr,solo,0-10,
1308,3,male,0,0,,S,Mr,solo,0-10,16-32
1309,3,male,1,1,,C,Master,group,10-25,16-32
